episode,DDPG-3
0,0.0
1,0.0
2,0.06999999843537807
3,0.0
4,0.20999999530613422
5,0.0
6,0.08999999798834324
7,0.0
8,0.0
9,0.06999999843537807
10,0.0
11,0.07999999821186066
12,0.0
13,0.0
14,0.0
15,0.1099999975413084
16,0.1599999964237213
17,0.0
18,0.0
19,0.19999999552965164
20,0.14999999664723873
21,0.07999999821186066
22,0.0
23,0.1599999964237213
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.06999999843537807
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.20999999530613422
38,0.0
39,0.14999999664723873
40,0.0
41,0.0
42,0.029999999329447746
43,0.7099999841302633
44,0.3999999910593033
45,0.7499999832361937
46,0.909999979659915
47,0.09999999776482582
48,0.35999999195337296
49,0.35999999195337296
50,0.3899999912828207
51,1.2799999713897705
52,0.9199999794363976
53,0.9899999778717756
54,0.6399999856948853
55,1.4699999671429396
56,0.5099999886006117
57,1.1899999734014273
58,0.4999999888241291
59,1.0899999756366014
60,2.0699999537318945
61,1.5199999660253525
62,0.5799999870359898
63,0.9599999785423279
64,1.9099999573081732
65,0.3999999910593033
66,0.6499999854713678
67,0.5399999879300594
68,0.6599999852478504
69,0.8099999818950891
70,1.0599999763071537
71,0.7599999830126762
72,0.2299999948590994
73,0.8099999818950891
74,1.5999999642372131
75,0.9299999792128801
76,1.4399999678134918
77,0.6099999863654375
78,2.1399999521672726
79,1.8699999582022429
80,2.5699999425560236
81,0.0
82,1.2499999720603228
83,2.3599999472498894
84,2.4699999447911978
85,2.029999954625964
86,2.799999937415123
87,0.3299999926239252
88,0.3999999910593033
89,2.729999938979745
90,0.9199999794363976
91,2.249999949708581
92,0.4899999890476465
93,1.3499999698251486
94,0.47999998927116394
95,0.5399999879300594
96,0.41999999061226845
97,1.099999975413084
98,0.6599999852478504
99,0.789999982342124
100,1.5499999653548002
101,1.7099999617785215
102,0.9299999792128801
103,2.1899999510496855
104,0.17999999597668648
105,0.6899999845772982
106,0.9699999783188105
107,1.409999968484044
108,1.0699999760836363
109,0.549999987706542
110,1.839999958872795
111,0.8599999807775021
112,0.9999999776482582
113,1.7099999617785215
114,0.0
115,0.7099999841302633
116,0.979999978095293
117,1.1199999749660492
118,0.789999982342124
119,0.9299999792128801
120,0.7799999825656414
121,0.5599999874830246
122,0.42999999038875103
123,0.0
124,0.2899999935179949
125,0.2299999948590994
126,0.9399999789893627
127,0.42999999038875103
128,0.6399999856948853
129,0.3199999928474426
130,0.4899999890476465
131,0.6299999859184027
132,0.6499999854713678
133,0.4399999901652336
134,0.47999998927116394
135,2.179999951273203
136,0.5799999870359898
137,0.4399999901652336
138,1.6399999633431435
139,0.9699999783188105
140,0.0
141,0.5299999881535769
142,0.3399999924004078
143,1.1999999731779099
144,0.7999999821186066
145,0.9699999783188105
146,0.1599999964237213
147,0.08999999798834324
148,2.1199999526143074
149,0.5299999881535769
150,0.6999999843537807
151,1.389999968931079
152,1.5899999644607306
153,4.049999909475446
154,3.0499999318271875
155,3.3899999242275953
156,1.4499999675899744
157,2.9599999338388443
158,2.8899999354034662
159,3.279999926686287
160,2.369999947026372
161,0.6999999843537807
162,2.9599999338388443
163,2.419999945908785
164,3.0799999311566353
165,2.3999999463558197
166,2.579999942332506
167,3.8699999134987593
168,4.239999905228615
169,0.3899999912828207
170,3.7199999168515205
171,2.1399999521672726
172,6.5199998542666435
173,2.149999951943755
174,3.1399999298155308
175,1.8999999575316906
176,0.979999978095293
177,4.979999888688326
178,2.8899999354034662
179,4.409999901428819
180,8.90999980084598
181,4.519999898970127
182,4.119999907910824
183,5.389999879524112
184,4.5099998991936445
185,5.439999878406525
186,3.5599999204277992
187,5.18999988399446
188,4.459999900311232
189,4.139999907463789
190,2.869999935850501
191,3.5099999215453863
192,2.939999934285879
193,3.1199999302625656
194,1.8599999584257603
195,3.8899999130517244
196,3.279999926686287
197,3.159999929368496
198,3.7899999152868986
199,3.7199999168515205
200,4.21999990567565
201,1.959999956190586
202,3.6699999179691076
203,3.2199999280273914
204,3.8199999146163464
205,5.76999987103045
206,2.559999942779541
207,1.409999968484044
208,2.3099999483674765
209,3.519999921321869
210,5.6599998734891415
211,6.679999850690365
212,3.9599999114871025
213,3.1899999286979437
214,6.919999845325947
215,3.7199999168515205
216,6.069999864324927
217,5.349999880418181
218,3.689999917522073
219,3.7699999157339334
220,4.589999897405505
221,3.229999927803874
222,4.91999989002943
223,5.14999988488853
224,2.699999939650297
225,5.129999885335565
226,3.01999993249774
227,2.629999941214919
228,1.959999956190586
229,3.299999926239252
230,3.1399999298155308
231,6.619999852031469
232,3.7699999157339334
233,4.479999899864197
234,3.1199999302625656
235,1.9999999552965164
236,3.4799999222159386
237,1.3699999693781137
238,4.799999892711639
239,5.18999988399446
240,2.1599999517202377
241,2.849999936297536
242,5.819999869912863
243,0.9599999785423279
244,0.36999999172985554
245,3.1399999298155308
246,3.349999925121665
247,3.539999920874834
248,5.049999887123704
249,1.3499999698251486
250,3.9299999121576548
251,3.0499999318271875
252,2.149999951943755
253,2.5999999418854713
254,5.699999872595072
255,1.389999968931079
256,4.21999990567565
257,3.539999920874834
258,2.5199999436736107
259,4.619999896734953
260,1.2999999709427357
261,3.7399999164044857
262,3.849999913945794
263,6.159999862313271
264,6.099999863654375
265,4.699999894946814
266,1.8099999595433474
267,2.729999938979745
268,2.3799999468028545
269,5.919999867677689
270,5.2999998815357685
271,1.8799999579787254
272,3.9099999126046896
273,5.0599998869001865
274,7.209999838843942
275,4.129999907687306
276,4.809999892488122
277,3.799999915063381
278,5.279999881982803
279,4.289999904111028
280,4.699999894946814
281,5.359999880194664
282,3.469999922439456
283,5.049999887123704
284,0.909999979659915
285,5.679999873042107
286,5.689999872818589
287,6.459999855607748
288,7.149999840185046
289,9.909999778494239
290,6.139999862760305
291,4.21999990567565
292,4.109999908134341
293,4.409999901428819
294,7.969999821856618
295,10.409999767318368
296,7.809999825432897
297,8.049999820068479
298,9.749999782070518
299,9.009999798610806
300,3.9599999114871025
301,7.019999843090773
302,6.4499998558312654
303,10.279999770224094
304,2.579999942332506
305,10.939999755471945
306,8.739999804645777
307,8.079999819397926
308,6.859999846667051
309,3.6699999179691076
310,7.039999842643738
311,4.709999894723296
312,7.0699998419731855
313,6.049999864771962
314,9.48999978788197
315,8.449999811127782
316,18.77999958023429
317,8.939999800175428
318,5.529999876394868
319,6.6599998511374
320,9.419999789446592
321,8.339999813586473
322,8.669999806210399
323,6.709999850019813
324,4.769999893382192
325,5.559999875724316
326,4.91999989002943
327,7.419999834150076
328,11.819999735802412
329,8.699999805539846
330,5.129999885335565
331,8.949999799951911
332,2.3599999472498894
333,0.9999999776482582
334,5.669999873265624
335,10.849999757483602
336,15.44999965466559
337,12.659999717026949
