episode,DDPG-2
355,0.9299999792128801
356,1.389999968931079
357,1.7399999611079693
358,1.4299999680370092
359,1.6699999626725912
360,0.979999978095293
361,1.1899999734014273
362,1.1799999736249447
363,3.209999928250909
364,2.059999953955412
365,1.5499999653548002
366,2.899999935179949
367,0.7199999839067459
368,2.149999951943755
369,1.2299999725073576
370,3.129999930039048
371,2.149999951943755
372,1.4399999678134918
373,2.109999952837825
374,2.2399999499320984
375,1.699999962002039
376,0.8999999798834324
377,2.609999941661954
378,0.5699999872595072
379,0.909999979659915
380,0.8399999812245369
381,1.6699999626725912
382,1.149999974295497
383,1.6099999640136957
384,2.079999953508377
385,2.8899999354034662
386,2.4799999445676804
387,3.3099999260157347
388,0.6299999859184027
389,1.8499999586492777
390,1.939999956637621
391,2.4299999456852674
392,3.36999992467463
393,1.2799999713897705
394,4.119999907910824
395,3.899999912828207
396,1.9099999573081732
397,3.1999999284744263
398,4.559999898076057
399,1.3199999704957008
400,3.2599999271333218
401,4.56999989785254
402,2.9799999333918095
403,4.909999890252948
404,2.489999944344163
405,3.2599999271333218
406,2.9299999345093966
407,5.379999879747629
408,5.479999877512455
409,4.0799999088048935
410,3.279999926686287
411,6.359999857842922
412,5.309999881312251
413,2.74999993853271
414,3.179999928921461
415,2.539999943226576
416,3.689999917522073
417,2.8099999371916056
418,3.9099999126046896
419,4.279999904334545
420,5.589999875053763
421,3.469999922439456
422,3.6699999179691076
423,4.059999909251928
424,4.579999897629023
425,5.879999868571758
426,4.52999989874661
427,3.539999920874834
428,5.6599998734891415
429,6.539999853819609
430,4.8799998909235
431,2.0899999532848597
432,2.12999995239079
433,5.2999998815357685
434,2.319999948143959
435,7.929999822750688
436,1.649999963119626
437,3.729999916628003
438,4.479999899864197
439,4.659999895840883
440,4.3899999018758535
441,6.269999859854579
442,2.819999936968088
443,6.049999864771962
444,4.329999903216958
445,4.049999909475446
446,4.83999989181757
447,4.91999989002943
448,6.109999863430858
449,7.27999983727932
450,6.439999856054783
451,5.349999880418181
452,5.329999880865216
453,4.679999895393848
454,2.9599999338388443
455,10.899999756366014
456,3.5499999206513166
457,5.429999878630042
458,6.629999851807952
459,9.249999793246388
460,4.56999989785254
461,2.4999999441206455
462,4.25999990478158
463,9.089999796822667
464,1.2599999718368053
465,4.579999897629023
466,5.999999865889549
467,6.919999845325947
468,8.509999809786677
469,6.189999861642718
470,6.2099998611956835
471,4.3199999034404755
472,5.209999883547425
473,7.389999834820628
474,4.9399998895823956
475,4.29999990388751
476,4.699999894946814
477,7.1899998392909765
478,5.469999877735972
479,6.469999855384231
480,5.629999874159694
481,4.059999909251928
482,6.239999860525131
483,4.969999888911843
484,4.409999901428819
485,5.49999987706542
486,6.6599998511374
487,3.6699999179691076
488,3.7199999168515205
489,5.739999871701002
490,7.339999835938215
491,6.3299998585134745
492,5.009999888017774
493,11.789999736472964
494,3.419999923557043
495,6.599999852478504
496,3.899999912828207
497,4.819999892264605
498,14.579999674111605
499,7.849999824538827
500,6.6399998515844345
501,3.7899999152868986
502,7.9799998216331005
503,5.879999868571758
504,7.62999982945621
505,5.689999872818589
506,7.609999829903245
507,5.0599998869001865
508,6.0899998638778925
509,6.289999859407544
510,10.019999776035547
511,7.929999822750688
512,4.899999890476465
513,7.249999837949872
514,6.459999855607748
515,4.289999904111028
516,9.479999788105488
517,4.279999904334545
518,9.659999784082174
519,6.03999986499548
520,10.929999755695462
521,6.149999862536788
522,6.469999855384231
523,7.1899998392909765
524,5.8499998692423105
525,7.339999835938215
526,1.1999999731779099
527,4.139999907463789
528,6.819999847561121
529,6.419999856501818
530,5.289999881759286
531,4.789999892935157
532,7.419999834150076
533,7.099999841302633
534,6.479999855160713
535,6.9499998446553946
536,4.239999905228615
537,6.839999847114086
538,6.059999864548445
539,3.4299999233335257
540,4.859999891370535
541,4.289999904111028
542,4.56999989785254
543,6.539999853819609
544,9.63999978452921
545,8.28999981470406
546,5.039999887347221
547,3.6299999188631773
548,4.209999905899167
549,5.439999878406525
550,7.929999822750688
551,5.019999887794256
552,11.009999753907323
553,15.429999655112624
554,4.759999893605709
555,6.539999853819609
556,4.6299998965114355
557,6.979999843984842
558,4.25999990478158
559,9.399999789893627
560,9.659999784082174
561,2.9799999333918095
562,6.0899998638778925
563,5.089999886229634
564,7.749999826774001
565,6.789999848231673
566,7.989999821409583
567,4.689999895170331
568,11.019999753683805
569,6.869999846443534
570,5.329999880865216
571,6.099999863654375
572,10.079999774694443
573,1.579999964684248
574,7.689999828115106
575,4.369999902322888
576,5.089999886229634
577,6.539999853819609
578,6.199999861419201
579,7.259999837726355
580,4.379999902099371
581,7.389999834820628
582,3.419999923557043
583,6.719999849796295
584,6.7599998489022255
585,7.479999832808971
586,7.019999843090773
587,11.139999751001596
588,16.30999963544309
589,5.439999878406525
590,5.14999988488853
591,6.979999843984842
592,7.339999835938215
593,7.779999826103449
594,8.82999980263412
595,8.419999811798334
596,6.3999998569488525
597,7.699999827891588
598,8.399999812245369
599,7.639999829232693
600,8.959999799728394
601,5.319999881088734
602,6.379999857395887
603,5.9699998665601015
604,7.339999835938215
605,3.6199999190866947
606,6.73999984934926
607,8.069999819621444
608,14.089999685063958
609,12.599999718368053
610,7.779999826103449
611,6.07999986410141
612,4.379999902099371
613,7.689999828115106
614,7.8599998243153095
615,7.7899998258799314
616,6.3999998569488525
617,7.349999835714698
618,6.11999986320734
619,9.379999790340662
620,6.899999845772982
621,6.149999862536788
622,6.789999848231673
623,8.989999799057841
624,6.749999849125743
625,7.5499998312443495
626,6.779999848455191
627,8.279999814927578
628,6.589999852702022
629,2.7199999392032623
630,8.349999813362956
631,4.8699998911470175
632,13.919999688863754
633,7.569999830797315
634,6.559999853372574
635,5.559999875724316
636,9.119999796152115
637,6.669999850913882
638,6.2799998596310616
639,9.549999786540866
640,11.459999743849039
641,3.109999930486083
642,11.359999746084213
643,6.5199998542666435
644,5.119999885559082
645,7.579999830573797
646,12.269999725744128
647,7.699999827891588
648,5.469999877735972
649,8.609999807551503
650,9.819999780505896
651,6.059999864548445
652,10.349999768659472
653,21.399999521672726
654,7.1199998408555984
655,10.939999755471945
656,9.249999793246388
657,11.359999746084213
658,11.3099997472018
659,6.6599998511374
660,9.159999795258045
661,8.639999806880951
662,4.639999896287918
663,20.28999954648316
664,7.349999835714698
665,10.989999754354358
666,8.359999813139439
667,6.379999857395887
668,11.379999745637178
669,8.669999806210399
670,6.8799998462200165
671,10.449999766424298
672,8.769999803975224
673,8.319999814033508
674,13.609999695792794
675,9.189999794587493
676,12.309999724850059
677,6.539999853819609
678,9.239999793469906
679,7.369999835267663
680,6.5199998542666435
681,5.80999987013638
682,4.329999903216958
683,12.979999709874392
684,6.299999859184027
685,15.359999656677246
686,7.349999835714698
687,3.8199999146163464
688,7.289999837055802
689,13.329999702051282
690,6.11999986320734
691,10.019999776035547
692,7.829999824985862
693,17.109999617561698
694,8.16999981738627
695,9.939999777823687
696,13.409999700263143
697,11.729999737814069
698,5.22999988310039
699,11.049999753013253
700,10.039999775588512
701,6.319999858736992
702,10.45999976620078
703,11.899999734014273
704,12.579999718815088
705,6.3999998569488525
706,6.419999856501818
707,10.849999757483602
708,3.05999993160367
709,9.029999798163772
710,7.539999831467867
711,7.35999983549118
712,11.49999974295497
713,9.119999796152115
714,6.439999856054783
715,7.849999824538827
716,6.729999849572778
717,5.9699998665601015
718,5.2999998815357685
719,10.479999765753746
720,7.079999841749668
721,8.979999799281359
722,8.059999819844961
723,9.769999781623483
724,10.449999766424298
725,8.099999818950891
726,12.099999729543924
727,9.129999795928597
728,10.099999774247408
729,7.759999826550484
730,12.419999722391367
731,14.049999685958028
732,6.069999864324927
733,13.859999690204859
734,7.059999842196703
735,12.809999713674188
736,8.619999807327986
737,10.789999758824706
738,14.089999685063958
739,9.469999788329005
740,15.289999658241868
741,5.489999877288938
742,10.509999765083194
743,8.189999816939235
744,10.789999758824706
745,9.609999785199761
746,10.389999767765403
747,10.389999767765403
748,12.019999731332064
749,15.17999966070056
750,9.649999784305692
751,15.099999662488699
752,14.4099996779114
753,1.7899999599903822
754,8.039999820291996
755,14.279999680817127
756,5.279999881982803
757,14.199999682605267
758,11.329999746754766
759,4.149999907240272
760,11.339999746531248
761,10.87999975681305
762,11.109999751672149
763,13.929999688640237
764,6.299999859184027
765,7.299999836832285
766,7.00999984331429
767,1.4799999669194221
768,12.329999724403024
769,12.909999711439013
770,14.169999683275819
771,12.319999724626541
772,1.4499999675899744
773,9.63999978452921
774,9.05999979749322
775,12.799999713897705
776,12.349999723955989
777,11.61999974027276
778,7.389999834820628
779,11.409999744966626
780,12.069999730214477
781,7.799999825656414
782,12.569999719038606
783,12.069999730214477
784,13.179999705404043
785,10.279999770224094
786,8.47999981045723
787,8.489999810233712
788,11.179999750107527
789,7.219999838620424
790,14.889999667182565
791,12.58999971859157
792,13.159999705851078
793,12.139999728649855
794,11.639999739825726
795,10.139999773353338
796,15.109999662265182
797,16.079999640583992
798,3.5499999206513166
799,16.249999636784196
800,8.269999815151095
801,10.669999761506915
802,8.899999801069498
803,11.439999744296074
804,8.049999820068479
805,10.139999773353338
806,14.929999666288495
807,15.619999650865793
808,16.26999963633716
809,12.169999727979302
810,14.729999670758843
811,15.009999664500356
812,7.649999829009175
813,12.689999716356397
814,10.87999975681305
815,11.169999750331044
816,14.509999675676227
817,12.73999971523881
818,16.49999963119626
819,17.45999960973859
820,15.079999662935734
821,6.07999986410141
822,8.799999803304672
823,7.62999982945621
824,6.849999846890569
825,11.759999737143517
826,15.329999657347798
827,12.189999727532268
828,13.239999704062939
829,11.80999973602593
830,10.99999975413084
831,14.649999672546983
832,13.919999688863754
833,11.649999739602208
834,37.99999915063381
835,11.439999744296074
836,13.779999691992998
837,14.749999670311809
838,36.7999991774559
839,10.159999772906303
840,13.419999700039625
841,14.269999681040645
842,11.389999745413661
843,15.409999655559659
844,13.659999694675207
845,11.599999740719795
846,8.259999815374613
847,11.699999738484621
848,11.079999752342701
849,13.999999687075615
850,14.029999686405063
851,17.789999602362514
852,10.669999761506915
853,9.579999785870314
854,1.9199999570846558
855,14.05999968573451
856,14.079999685287476
857,9.539999786764383
858,10.909999756142497
859,10.439999766647816
860,13.059999708086252
861,14.259999681264162
862,12.039999730885029
863,9.929999778047204
864,13.809999691322446
865,16.8799996227026
866,17.479999609291553
867,10.539999764412642
868,15.669999649748206
869,12.309999724850059
870,9.239999793469906
871,14.899999666959047
872,16.84999962337315
873,15.91999964416027
874,10.37999976798892
875,13.369999701157212
876,20.359999544918537
877,10.579999763518572
878,15.359999656677246
879,13.179999705404043
880,16.489999631419778
881,12.869999712333083
882,11.259999748319387
883,14.139999683946371
884,18.12999959476292
885,12.839999713003635
886,12.58999971859157
887,8.549999808892608
888,12.649999717250466
889,13.039999708533287
890,15.929999643936753
891,14.439999677240849
892,17.23999961465597
893,15.089999662712216
894,12.319999724626541
895,14.139999683946371
896,15.419999655336142
897,15.969999643042684
898,13.039999708533287
899,16.559999629855156
900,12.879999712109566
901,19.429999565705657
902,12.8599997125566
903,13.799999691545963
904,8.859999801963568
905,11.939999733120203
906,13.849999690428376
907,11.719999738037586
908,10.969999754801393
909,12.399999722838402
910,16.369999634101987
911,12.829999713227153
912,12.519999720156193
913,10.799999758601189
914,15.789999647065997
915,13.989999687299132
916,16.249999636784196
917,18.47999958693981
918,12.269999725744128
919,10.02999977581203
920,17.23999961465597
921,13.449999699369073
922,11.49999974295497
923,15.379999656230211
924,25.899999421089888
925,14.189999682828784
926,16.589999629184604
927,14.969999665394425
928,18.39999958872795
929,16.03999964147806
930,12.77999971434474
931,18.139999594539404
932,21.319999523460865
933,11.549999741837382
934,13.529999697580934
935,20.029999552294612
936,11.919999733567238
937,14.90999966673553
938,10.599999763071537
939,21.99999950826168
940,15.379999656230211
941,11.609999740496278
942,12.149999728426337
943,15.019999664276838
944,12.929999710991979
945,14.309999680146575
946,14.51999967545271
947,17.11999961733818
948,14.09999968484044
949,18.209999592974782
950,16.389999633654952
951,18.299999590963125
952,12.729999715462327
953,12.379999723285437
954,20.629999538883567
955,20.229999547824264
956,16.61999962851405
957,14.899999666959047
958,16.91999962180853
959,9.039999797940254
960,15.019999664276838
961,18.219999592751265
962,17.77999960258603
963,21.359999522566795
964,16.949999621137977
965,18.609999584034085
966,20.199999548494816
967,18.39999958872795
968,20.91999953240156
969,18.43999958783388
970,20.509999541565776
971,10.869999757036567
972,19.82999955676496
973,16.249999636784196
974,15.959999643266201
975,12.77999971434474
976,7.719999827444553
977,14.339999679476023
978,13.839999690651894
979,17.959999598562717
980,9.319999791681767
981,19.839999556541443
982,16.049999641254544
983,19.969999553635716
984,17.07999961823225
985,17.30999961309135
986,20.189999548718333
987,17.80999960191548
988,16.599999628961086
989,20.579999540001154
990,15.21999965980649
991,18.729999581351876
992,13.819999691098928
993,15.109999662265182
994,18.879999577999115
995,14.189999682828784
996,15.119999662041664
997,19.489999564364552
998,11.429999744519591
999,19.609999561682343
1000,20.55999954044819
1001,22.479999497532845
1002,20.87999953329563
1003,23.919999465346336
1004,17.57999960705638
1005,20.479999542236328
1006,19.179999571293592
1007,14.669999672099948
1008,12.81999971345067
1009,15.039999663829803
1010,12.27999972552061
1011,25.939999420195818
1012,6.439999856054783
1013,20.079999551177025
1014,20.229999547824264
1015,17.22999961487949
1016,36.48999918438494
1017,19.349999567493796
1018,18.989999575540423
1019,19.08999957330525
1020,18.219999592751265
1021,13.909999689087272
1022,22.949999487027526
1023,19.569999562576413
1024,19.539999563246965
1025,16.03999964147806
1026,21.229999525472522
1027,3.0299999322742224
1028,21.779999513179064
1029,23.73999946936965
1030,22.139999505132437
1031,23.169999482110143
1032,21.749999513849616
1033,18.769999580457807
1034,15.849999645724893
1035,16.68999962694943
1036,24.719999447464943
1037,19.429999565705657
1038,9.749999782070518
1039,27.949999375268817
1040,20.05999955162406
1041,13.109999706968665
1042,24.679999448359013
1043,21.349999522790313
1044,9.209999794140458
1045,8.489999810233712
1046,21.849999511614442
1047,16.80999962426722
1048,11.209999749436975
1049,19.78999955765903
1050,21.429999521002173
1051,14.929999666288495
1052,23.129999483004212
1053,15.239999659359455
1054,13.97999968752265
1055,6.439999856054783
1056,16.399999633431435
1057,18.539999585598707
1058,10.469999765977263
1059,9.519999787211418
1060,19.239999569952488
1061,7.529999831691384
1062,24.8599994443357
1063,16.979999620467424
1064,15.79999964684248
1065,22.64999949373305
1066,12.459999721497297
1067,7.769999826326966
1068,34.6199992261827
1069,24.54999945126474
1070,22.479999497532845
1071,19.759999558329582
1072,26.049999417737126
1073,22.53999949619174
1074,19.799999557435513
1075,18.519999586045742
1076,6.979999843984842
1077,19.67999956011772
1078,22.979999486356974
1079,24.3999994546175
1080,16.479999631643295
1081,14.509999675676227
1082,21.289999524131417
1083,21.889999510720372
1084,14.67999967187643
1085,20.52999954111874
1086,21.269999524578452
1087,22.469999497756362
1088,35.28999921120703
1089,16.089999640360475
1090,19.099999573081732
1091,21.209999525919557
1092,20.25999954715371
1093,22.799999490380287
1094,23.639999471604824
1095,22.819999489933252
1096,26.159999415278435
1097,24.119999460875988
1098,18.58999958448112
1099,20.499999541789293
1100,24.019999463111162
1101,24.149999460205436
1102,11.709999738261104
1103,24.889999443665147
1104,14.759999670088291
1105,19.099999573081732
1106,24.119999460875988
1107,23.42999947629869
1108,24.50999945215881
1109,26.929999398067594
1110,20.689999537542462
1111,24.31999945640564
1112,21.889999510720372
1113,17.899999599903822
1114,17.369999611750245
1115,18.85999957844615
1116,23.219999480992556
1117,23.96999946422875
1118,27.25999939069152
1119,14.939999666064978
1120,22.019999507814646
1121,21.169999526813626
1122,14.82999966852367
1123,19.469999564811587
1124,26.209999414160848
1125,19.47999956458807
1126,8.039999820291996
1127,23.42999947629869
1128,23.999999463558197
1129,8.279999814927578
1130,8.979999799281359
1131,18.15999959409237
1132,16.589999629184604
1133,12.039999730885029
1134,26.119999416172504
1135,23.85999946668744
1136,16.8799996227026
1137,21.91999951004982
1138,16.749999625608325
1139,18.539999585598707
1140,24.109999461099505
1141,18.4299995880574
1142,14.499999675899744
1143,21.71999951452017
1144,19.519999563694
1145,23.459999475628138
1146,25.689999425783753
1147,15.87999964505434
1148,17.799999602138996
1149,21.129999527707696
1150,20.09999955072999
1151,22.14999950490892
1152,18.11999959498644
1153,26.94999939762056
1154,15.499999653548002
1155,22.159999504685402
1156,23.89999946579337
1157,20.769999535754323
1158,25.43999943137169
1159,26.239999413490295
1160,22.07999950647354
1161,19.7499995585531
1162,25.20999943651259
1163,27.699999380856752
1164,18.059999596327543
1165,22.669999493286014
1166,25.13999943807721
1167,13.699999693781137
1168,25.86999942176044
1169,16.829999623820186
1170,19.999999552965164
1171,30.469999318942428
1172,27.239999391138554
1173,23.059999484568834
1174,22.369999499991536
1175,32.899999264627695
1176,9.269999792799354
1177,23.029999485239387
1178,30.579999316483736
1179,17.479999609291553
1180,21.479999519884586
1181,23.639999471604824
1182,28.329999366775155
1183,18.31999959051609
1184,10.239999771118164
1185,15.21999965980649
1186,24.699999447911978
1187,22.239999502897263
1188,17.609999606385827
1189,28.549999361857772
1190,8.47999981045723
1191,14.509999675676227
1192,13.879999689757824
1193,26.75999940186739
1194,18.109999595209956
1195,26.02999941818416
1196,24.12999946065247
1197,26.64999940432608
1198,21.68999951519072
1199,14.749999670311809
1200,23.959999464452267
1201,26.149999415501952
1202,21.009999530389905
1203,24.989999441429973
1204,14.879999667406082
1205,32.51999927312136
1206,33.76999924518168
1207,13.599999696016312
1208,17.069999618455768
1209,14.439999677240849
1210,16.719999626278877
1211,26.249999413266778
1212,20.40999954380095
1213,27.399999387562275
1214,21.049999529495835
1215,22.899999488145113
1216,16.57999962940812
1217,29.38999934308231
1218,27.25999939069152
1219,27.789999378845096
1220,30.459999319165945
1221,20.75999953597784
1222,19.959999553859234
1223,20.899999532848597
1224,28.4199993647635
1225,19.229999570176005
1226,25.579999428242445
1227,27.059999395161867
1228,29.35999934375286
1229,27.209999391809106
1230,16.209999637678266
1231,30.369999321177602
1232,12.809999713674188
1233,28.899999354034662
1234,23.089999483898282
1235,39.37999911978841
1236,30.31999932229519
1237,30.62999931536615
1238,26.13999941572547
1239,31.049999305978417
1240,21.25999952480197
1241,25.729999424889684
1242,26.389999410137534
1243,27.88999937660992
1244,28.669999359175563
1245,26.32999941147864
1246,27.399999387562275
1247,31.089999305084348
1248,31.629999293014407
1249,29.379999343305826
1250,20.509999541565776
1251,21.749999513849616
1252,23.369999477639794
1253,32.78999926708639
1254,23.27999947965145
1255,15.52999965287745
1256,31.769999289885163
1257,31.469999296590686
1258,28.53999936208129
1259,34.569999227300286
1260,30.099999327212572
1261,25.899999421089888
1262,25.09999943897128
1263,25.349999433383346
1264,25.189999436959624
1265,37.70999915711582
1266,20.169999549165368
1267,30.499999318271875
1268,28.029999373480678
1269,34.27999923378229
1270,26.56999940611422
1271,16.8799996227026
1272,22.26999950222671
1273,35.59999920427799
1274,26.33999941125512
1275,18.35999958962202
1276,28.46999936364591
1277,33.81999924406409
1278,36.91999917477369
1279,22.42999949865043
1280,30.079999327659607
1281,31.149999303743243
1282,27.359999388456345
1283,24.299999456852674
1284,22.009999508038163
1285,36.52999918349087
1286,29.169999347999692
1287,30.97999930754304
1288,32.76999926753342
1289,36.35999918729067
1290,34.23999923467636
1291,27.719999380409718
1292,21.87999951094389
1293,33.49999925121665
1294,30.04999932833016
1295,34.30999923311174
1296,34.51999922841787
1297,28.15999937057495
1298,32.009999284520745
1299,29.39999934285879
1300,35.85999919846654
1301,24.50999945215881
1302,38.14999914728105
1303,32.90999926440418
1304,34.219999235123396
1305,37.52999916113913
1306,28.129999371245503
1307,32.939999263733625
1308,30.78999931178987
1309,36.93999917432666
1310,33.81999924406409
1311,33.13999925926328
1312,33.639999248087406
1313,33.639999248087406
1314,32.669999269768596
1315,29.619999337941408
1316,32.319999277591705
1317,35.96999919600785
1318,32.629999270662665
1319,37.9499991517514
1320,20.269999546930194
1321,19.24999956972897
1322,29.189999347552657
1323,24.639999449253082
1324,34.16999923624098
1325,17.789999602362514
1326,29.149999348446727
1327,21.169999526813626
1328,33.95999924093485
1329,29.609999338164926
1330,36.3399991877377
1331,25.109999438747764
1332,20.239999547600746
1333,30.74999931268394
1334,31.699999291449785
1335,22.76999949105084
1336,22.869999488815665
1337,25.429999431595206
1338,29.77999933436513
1339,25.269999435171485
1340,32.55999927222729
1341,29.949999330565333
1342,21.939999509602785
1343,29.419999342411757
1344,29.46999934129417
1345,38.859999131411314
1346,27.14999939315021
1347,35.32999921031296
1348,25.269999435171485
1349,23.00999948568642
1350,24.04999946244061
1351,36.67999918013811
1352,33.76999924518168
1353,28.38999936543405
1354,30.259999323636293
1355,34.08999923802912
1356,29.209999347105622
1357,29.229999346658587
1358,23.149999482557178
1359,24.259999457746744
1360,28.379999365657568
1361,31.969999285414815
1362,31.24999930150807
1363,22.10999950580299
